date,product,region,sales_amount,units_sold,customer_satisfaction,delivery_time_days,is_promotional
2049-06-05,Smartwatch,West,905.81,41,3.6,2,True
2049-06-06,Tablet,West,106.63,34,3.1,4,False
2049-06-07,Smartwatch,Central,1882.15,1,3.1,3,True
2049-06-08,Tablet,North,126.83,32,4.7,9,False
2049-06-09,Laptop,South,1358.34,48,4.0,5,False
2049-06-10,Headphones,West,713.49,22,3.5,8,True
2049-06-11,Headphones,South,993.74,29,3.1,1,False
2049-06-12,Smartwatch,East,1139.84,45,4.1,6,False
2049-06-13,Smartphone,East,876.07,11,3.3,7,True
2049-06-14,Headphones,Central,1571.3,33,3.8,4,True
2049-06-15,Tablet,Central,1868.34,38,4.0,7,True
2049-06-16,Smartphone,Central,264.18,1,3.5,6,True
2049-06-17,Smartphone,West,1620.48,38,3.4,6,False
2049-06-18,Headphones,South,344.48,9,3.0,3,False
2049-06-19,Headphones,East,252.53,13,4.2,3,True
2049-06-20,Headphones,South,1916.08,48,3.4,2,True
2049-06-21,Tablet,West,1029.67,24,4.8,3,False
2049-06-22,Smartphone,South,389.95,36,4.2,7,True
2049-06-23,Smartwatch,South,1182.92,20,4.1,2,False
2049-06-24,Tablet,Central,600.15,43,4.0,5,True
2049-06-25,Laptop,South,982.19,45,3.4,4,True
2049-06-26,Headphones,South,1286.85,1,4.9,4,True
2049-06-27,Smartphone,South,1751.61,35,4.9,7,True
2049-06-28,Tablet,North,105.85,43,3.6,1,False
2049-06-29,Laptop,East,506.87,20,4.6,1,True
2049-06-30,Tablet,East,282.91,40,3.2,7,False
2049-07-01,Tablet,South,284.49,1,4.6,4,False
2049-07-02,Smartwatch,Central,1896.98,46,3.6,1,True
2049-07-03,Smartwatch,Central,1878.56,6,3.6,2,True
2049-07-04,Tablet,Central,1523.69,41,4.0,4,False
2049-07-05,Laptop,East,1321.82,26,3.8,5,True
2049-07-06,Smartphone,West,1711.14,29,3.2,7,True
2049-07-07,Smartphone,South,210.98,41,4.2,2,False
2049-07-08,Headphones,East,327.02,15,3.4,4,True
2049-07-09,Headphones,Central,702.51,37,3.9,5,False
2049-07-10,Smartphone,East,1681.74,19,3.5,4,False
2049-07-11,Tablet,East,997.24,9,4.7,7,True
2049-07-12,Tablet,East,1056.79,41,3.7,2,False
2049-07-13,Smartwatch,Central,535.6,17,4.8,6,False
2049-07-14,Smartwatch,West,1331.94,32,3.7,3,False
2049-07-15,Headphones,North,1786.9,28,3.4,4,True
2049-07-16,Smartphone,South,726.08,15,4.2,8,False
2049-07-17,Tablet,South,1276.45,42,4.1,6,True
2049-07-18,Smartphone,East,730.7,28,4.2,7,True
2049-07-19,Laptop,West,1606.17,9,3.6,3,False
2049-07-20,Smartphone,Central,1002.42,27,3.6,9,False
2049-07-21,Laptop,North,744.99,19,3.5,1,False
2049-07-22,Smartwatch,North,898.09,7,4.9,1,True
2049-07-23,Smartwatch,East,273.33,25,4.4,5,False
2049-07-24,Headphones,East,1745.62,30,4.5,4,False
2049-07-25,Smartphone,Central,1920.33,13,3.4,5,True
2049-07-26,Smartphone,Central,1007.09,2,4.3,1,True
2049-07-27,Laptop,Central,520.54,18,4.5,6,False
2049-07-28,Smartwatch,East,1362.85,40,3.7,4,True
2049-07-29,Laptop,West,959.52,8,3.3,1,False
2049-07-30,Smartwatch,East,579.37,20,4.4,5,False
2049-07-31,Laptop,East,173.02,9,4.2,4,True
2049-08-01,Smartwatch,North,1790.44,13,4.2,2,True
2049-08-02,Laptop,Central,1613.8,21,3.4,5,False
2049-08-03,Smartwatch,South,1675.11,28,3.5,2,False
2049-08-04,Laptop,Central,935.7,44,4.2,3,False
2049-08-05,Smartphone,West,1531.19,7,4.2,6,True
2049-08-06,Headphones,West,1204.33,31,4.1,1,True
2049-08-07,Laptop,Central,812.07,23,4.5,7,True
2049-08-08,Headphones,Central,1701.21,13,4.6,2,True
2049-08-09,Smartphone,East,1997.64,45,3.6,8,True
2049-08-10,Smartphone,South,1808.64,36,3.3,3,False
2049-08-11,Smartwatch,East,1574.76,2,3.4,9,False
2049-08-12,Headphones,North,1520.27,34,3.6,1,False
2049-08-13,Tablet,North,1335.47,5,4.9,4,True
2049-08-14,Smartwatch,West,1721.87,2,3.3,6,True
2049-08-15,Headphones,West,1036.85,47,4.8,7,False
2049-08-16,Laptop,South,445.29,34,3.4,8,False
2049-08-17,Laptop,West,1559.29,2,3.7,7,True
2049-08-18,Smartphone,North,1847.06,20,3.3,2,False
2049-08-19,Tablet,South,748.57,8,3.2,5,False
2049-08-20,Laptop,North,1587.67,23,3.2,3,False
2049-08-21,Headphones,Central,620.07,37,3.7,8,False
2049-08-22,Headphones,Central,1890.94,16,4.0,4,False
2049-08-23,Laptop,South,1398.58,22,3.4,9,False
2049-08-24,Headphones,East,1181.62,46,4.9,7,False
2049-08-25,Headphones,West,1581.75,8,4.2,4,False
2049-08-26,Smartphone,South,1645.14,43,4.8,5,True
2049-08-27,Tablet,West,1795.5,43,3.3,8,True
2049-08-28,Smartphone,North,1812.13,26,3.3,7,False
2049-08-29,Tablet,East,200.11,40,4.7,8,True
2049-08-30,Headphones,West,333.52,23,4.1,5,False
2049-08-31,Tablet,Central,1669.52,16,4.9,1,True
2049-09-01,Headphones,Central,1897.5,21,3.3,9,False
2049-09-02,Headphones,North,684.58,40,3.1,4,True
2049-09-03,Smartphone,South,116.34,29,4.8,1,True
2049-09-04,Smartphone,West,713.14,20,4.4,9,False
2049-09-05,Smartwatch,North,827.44,12,4.6,4,True
2049-09-06,Laptop,Central,1545.96,37,3.6,3,True
2049-09-07,Smartwatch,Central,190.41,26,3.0,6,True
2049-09-08,Smartwatch,Central,504.02,3,4.0,6,False
2049-09-09,Tablet,East,1798.54,18,5.0,6,True
2049-09-10,Headphones,East,394.16,1,4.8,2,False
2049-09-11,Headphones,Central,1542.57,19,3.1,7,False
2049-09-12,Headphones,South,786.49,13,3.4,5,True
2049-09-13,Laptop,East,1359.05,43,3.6,8,True
2049-09-14,Tablet,West,240.31,33,4.7,5,False
2049-09-15,Tablet,East,644.46,30,4.6,4,False
2049-09-16,Headphones,West,907.1,22,3.4,5,True
2049-09-17,Smartwatch,East,1728.7,27,4.1,4,False
2049-09-18,Laptop,Central,1170.64,13,4.0,4,True
2049-09-19,Smartwatch,West,185.93,8,3.8,9,False
2049-09-20,Smartphone,South,1623.55,2,4.1,5,True
2049-09-21,Tablet,East,203.59,19,3.6,6,False
2049-09-22,Tablet,East,1875.3,24,4.1,9,False
2049-09-23,Smartwatch,Central,502.26,5,4.4,5,True
2049-09-24,Laptop,West,1027.06,8,3.1,4,True
2049-09-25,Tablet,Central,237.33,20,4.9,8,True
2049-09-26,Smartwatch,West,1167.25,35,3.3,3,True
2049-09-27,Laptop,East,1044.73,2,3.7,9,True
2049-09-28,Smartwatch,East,879.47,6,3.9,5,True
2049-09-29,Laptop,East,167.59,16,3.1,5,False
2049-09-30,Headphones,East,1769.98,47,4.1,9,False
2049-10-01,Laptop,North,1625.01,36,4.7,2,True
2049-10-02,Smartphone,East,1302.76,2,4.8,1,False
2049-10-03,Headphones,East,1187.24,14,3.7,1,False
2049-10-04,Smartwatch,West,1420.4,38,4.1,1,True
2049-10-05,Headphones,East,373.58,26,4.6,8,True
2049-10-06,Headphones,East,1872.02,20,3.5,5,False
2049-10-07,Smartwatch,West,640.88,29,4.1,2,False
2049-10-08,Smartwatch,East,1347.33,4,3.7,7,True
2049-10-09,Smartphone,East,1252.84,20,3.8,8,False
2049-10-10,Smartwatch,Central,1309.57,24,3.2,5,True
2049-10-11,Tablet,North,1770.01,1,3.8,5,True
2049-10-12,Tablet,West,662.23,25,3.3,4,False
2049-10-13,Smartphone,Central,1523.0,14,3.6,7,True
2049-10-14,Laptop,South,1236.94,35,3.7,8,True
2049-10-15,Laptop,South,244.51,21,3.9,9,True
2049-10-16,Tablet,North,886.89,36,4.8,6,False
2049-10-17,Smartwatch,South,1692.11,23,4.3,2,True
2049-10-18,Smartphone,North,699.16,46,4.9,2,True
2049-10-19,Laptop,South,1016.3,20,4.2,3,True
2049-10-20,Laptop,South,1028.41,26,4.6,5,True
2049-10-21,Headphones,Central,1274.22,27,4.7,8,False
2049-10-22,Tablet,South,1779.63,41,4.5,8,False
2049-10-23,Smartwatch,North,429.72,14,4.3,9,True
2049-10-24,Smartphone,East,1058.77,36,3.8,1,True
2049-10-25,Laptop,East,906.11,4,4.1,5,False
2049-10-26,Headphones,East,662.25,26,3.4,8,True
2049-10-27,Tablet,North,1847.26,44,4.2,3,False
2049-10-28,Tablet,North,115.53,40,4.0,3,False
2049-10-29,Smartphone,East,332.0,16,4.6,6,True
2049-10-30,Laptop,South,1493.35,43,4.8,4,False
2049-10-31,Smartphone,East,600.54,39,3.3,8,False
2049-11-01,Smartphone,West,1474.04,20,4.4,7,True
2049-11-02,Headphones,North,1681.28,46,4.9,1,True
2049-11-03,Tablet,West,583.77,24,4.8,8,True
2049-11-04,Smartwatch,West,464.69,10,4.7,5,False
2049-11-05,Tablet,North,376.07,2,3.1,6,True
2049-11-06,Tablet,East,480.17,45,3.5,7,False
2049-11-07,Headphones,Central,607.65,9,3.3,5,False
2049-11-08,Smartwatch,West,1750.62,18,4.9,9,False
2049-11-09,Laptop,East,1563.01,42,4.5,8,False
2049-11-10,Smartwatch,Central,103.5,46,4.1,7,False
2049-11-11,Laptop,West,1760.83,30,5.0,8,True
2049-11-12,Smartwatch,East,249.74,3,3.4,3,True
2049-11-13,Smartphone,West,1345.0,29,4.3,4,False
2049-11-14,Smartwatch,East,387.8,7,4.2,2,True
2049-11-15,Headphones,South,218.32,25,3.7,1,False
2049-11-16,Laptop,South,1543.56,24,4.0,3,True
2049-11-17,Tablet,North,987.69,43,3.5,8,True
2049-11-18,Headphones,Central,1238.22,6,4.4,8,True
2049-11-19,Laptop,West,908.17,15,3.8,1,True
2049-11-20,Laptop,West,227.63,15,3.0,8,False
2049-11-21,Tablet,East,1505.27,40,4.9,3,False
2049-11-22,Smartphone,Central,1658.67,27,4.0,7,False
2049-11-23,Headphones,West,178.7,21,4.4,1,False
2049-11-24,Tablet,Central,813.86,45,3.4,4,True
2049-11-25,Tablet,Central,1158.9,32,3.3,3,True
2049-11-26,Smartphone,South,1249.85,32,4.8,2,True
2049-11-27,Headphones,West,1198.49,12,4.2,5,False
2049-11-28,Tablet,West,1416.59,44,4.0,4,False
2049-11-29,Smartphone,North,1936.95,9,4.0,1,True
2049-11-30,Headphones,Central,842.11,20,3.5,9,False
2049-12-01,Smartwatch,East,1157.58,49,4.8,7,False
2049-12-02,Laptop,South,1428.25,15,3.4,6,False
2049-12-03,Smartphone,North,1225.61,13,3.3,7,True
2049-12-04,Laptop,South,834.83,46,4.9,1,True
2049-12-05,Smartwatch,East,1285.75,8,3.5,6,False
2049-12-06,Tablet,North,1335.21,21,4.7,1,False
2049-12-07,Tablet,South,1211.44,45,4.5,8,False
2049-12-08,Headphones,East,489.71,25,3.8,4,True
2049-12-09,Smartphone,North,1061.36,35,3.5,6,False
2049-12-10,Smartphone,East,1780.28,40,4.5,2,False
2049-12-11,Headphones,North,1750.34,30,4.2,2,False
2049-12-12,Laptop,West,1526.5,31,3.5,2,True
2049-12-13,Tablet,West,1424.67,6,4.8,6,True
2049-12-14,Tablet,South,391.23,11,4.4,3,False
2049-12-15,Smartphone,Central,972.98,42,4.8,9,True
2049-12-16,Smartphone,Central,310.81,8,3.9,3,True
2049-12-17,Headphones,East,1652.84,8,3.3,3,True
2049-12-18,Smartwatch,North,652.98,39,4.8,3,False
2049-12-19,Laptop,West,1557.05,12,4.2,7,True
2049-12-20,Smartwatch,Central,1647.7,3,4.2,1,False
2049-12-21,Smartwatch,West,1795.74,43,4.2,3,True
2049-12-22,Smartphone,East,1532.28,45,3.9,8,True
2049-12-23,Smartphone,East,1172.99,16,3.5,3,False
2049-12-24,Smartphone,North,1236.55,41,4.2,8,True
2049-12-25,Smartwatch,Central,709.11,27,4.4,1,False
2049-12-26,Laptop,East,436.29,16,4.8,4,True
2049-12-27,Smartphone,East,348.21,5,3.1,2,True
2049-12-28,Tablet,West,445.84,40,3.5,8,True
2049-12-29,Laptop,South,1874.51,12,4.6,8,False
2049-12-30,Tablet,Central,412.42,3,4.6,5,False
2049-12-31,Laptop,North,1475.1,35,3.4,3,False
2050-01-01,Smartphone,North,450.79,45,3.4,2,True
2050-01-02,Headphones,West,1953.05,3,3.7,7,False
2050-01-03,Smartphone,North,796.51,31,3.1,7,False
2050-01-04,Smartwatch,East,883.06,24,4.5,5,False
2050-01-05,Smartwatch,Central,868.57,41,4.3,5,False
2050-01-06,Laptop,North,1651.27,29,4.7,6,False
2050-01-07,Smartwatch,Central,514.75,33,3.9,6,False
2050-01-08,Smartphone,North,1678.95,38,4.3,7,False
2050-01-09,Tablet,South,1348.41,16,4.9,5,False
2050-01-10,Smartphone,South,518.53,33,4.9,5,True
2050-01-11,Laptop,Central,224.27,10,3.1,3,False
2050-01-12,Smartwatch,South,1572.49,30,3.0,4,False
2050-01-13,Tablet,South,516.03,34,4.9,2,False
2050-01-14,Headphones,East,1789.23,35,4.1,2,False
2050-01-15,Tablet,North,346.59,7,4.4,1,True
2050-01-16,Tablet,South,1271.09,6,4.8,1,False
2050-01-17,Smartphone,Central,1415.12,15,3.9,7,False
2050-01-18,Headphones,East,1349.63,32,3.9,9,True
2050-01-19,Laptop,South,700.46,2,3.3,4,True
2050-01-20,Laptop,Central,1763.49,32,4.8,9,True
2050-01-21,Tablet,North,1562.63,28,4.3,4,False
2050-01-22,Tablet,South,1069.39,21,3.4,9,False
2050-01-23,Smartwatch,Central,1246.26,17,4.1,9,False
2050-01-24,Headphones,Central,1176.11,19,3.7,7,True
2050-01-25,Tablet,West,1898.73,14,3.3,7,False
2050-01-26,Smartwatch,Central,1803.19,49,3.4,9,False
2050-01-27,Headphones,West,547.44,34,4.1,7,True
2050-01-28,Laptop,North,599.24,48,4.1,7,False
2050-01-29,Smartwatch,North,1964.73,20,4.6,3,False
2050-01-30,Headphones,East,549.47,21,3.5,7,False
2050-01-31,Smartwatch,West,1911.61,48,4.8,5,True
2050-02-01,Tablet,Central,1334.53,3,4.0,2,False
2050-02-02,Smartphone,East,195.21,14,3.4,7,True
2050-02-03,Laptop,East,737.88,21,3.8,1,False
2050-02-04,Tablet,North,1004.69,27,4.8,5,True
2050-02-05,Tablet,Central,1682.88,7,4.0,7,True
2050-02-06,Headphones,West,724.31,42,4.7,7,True
2050-02-07,Smartwatch,North,690.1,29,3.3,5,False
2050-02-08,Laptop,East,1848.5,9,4.8,7,True
2050-02-09,Tablet,South,250.17,40,3.9,8,True
2050-02-10,Headphones,East,1147.89,15,4.9,5,False
2050-02-11,Laptop,South,1058.05,44,4.7,6,False
2050-02-12,Smartwatch,North,208.94,28,4.3,7,True
2050-02-13,Tablet,West,266.74,38,4.3,7,True
2050-02-14,Tablet,Central,825.74,15,3.4,5,True
2050-02-15,Tablet,South,354.91,15,4.2,2,True
2050-02-16,Laptop,Central,1008.34,30,4.1,6,True
2050-02-17,Laptop,North,1256.89,32,3.7,5,False
2050-02-18,Laptop,North,1413.65,40,4.0,6,True
2050-02-19,Laptop,North,1138.29,12,4.9,3,False
2050-02-20,Headphones,West,821.35,20,3.0,1,False
2050-02-21,Smartphone,South,346.54,27,3.8,9,True
2050-02-22,Headphones,Central,570.22,2,3.7,1,False
2050-02-23,Tablet,East,896.9,41,4.9,9,True
2050-02-24,Headphones,North,1855.82,22,4.9,4,True
2050-02-25,Smartwatch,Central,484.94,26,4.2,8,True
2050-02-26,Laptop,Central,885.35,40,4.1,6,True
2050-02-27,Smartwatch,West,1491.39,8,4.8,8,True
2050-02-28,Smartwatch,South,1439.89,36,3.0,8,False
2050-03-01,Tablet,West,1934.63,26,4.1,2,False
2050-03-02,Laptop,West,462.71,37,3.0,3,True
2050-03-03,Smartwatch,Central,131.39,17,4.9,9,True
2050-03-04,Tablet,South,712.41,7,3.6,2,True
2050-03-05,Laptop,South,384.42,1,4.0,4,False
2050-03-06,Smartphone,South,1142.09,27,3.8,1,False
2050-03-07,Tablet,North,1807.68,42,4.8,4,False
2050-03-08,Headphones,South,1407.63,26,5.0,3,True
2050-03-09,Laptop,Central,358.02,32,3.1,4,False
2050-03-10,Smartwatch,North,320.57,14,4.5,3,False
2050-03-11,Smartwatch,East,1831.75,19,3.7,5,True
2050-03-12,Headphones,West,1026.46,9,3.3,4,False
2050-03-13,Headphones,South,1854.98,43,3.8,9,False
2050-03-14,Smartwatch,East,1498.81,44,5.0,5,True
2050-03-15,Laptop,South,1987.36,1,3.7,5,False
2050-03-16,Tablet,West,1755.33,21,3.6,2,False
2050-03-17,Headphones,Central,887.0,20,4.7,4,False
2050-03-18,Headphones,Central,1540.63,49,4.7,4,True
2050-03-19,Headphones,West,995.33,33,3.7,5,False
2050-03-20,Smartphone,East,542.84,33,3.6,5,True
2050-03-21,Laptop,North,557.96,18,4.3,4,True
2050-03-22,Laptop,North,854.91,41,3.4,2,False
2050-03-23,Laptop,South,311.79,17,4.0,7,False
2050-03-24,Laptop,West,437.76,13,3.3,2,True
2050-03-25,Laptop,West,1051.16,49,3.6,7,False
2050-03-26,Smartwatch,North,1912.45,43,3.6,9,False
2050-03-27,Headphones,East,1197.6,49,4.4,8,True
2050-03-28,Smartwatch,West,876.14,9,3.6,9,False
2050-03-29,Smartphone,Central,561.13,46,4.8,8,False
2050-03-30,Tablet,Central,472.21,1,5.0,2,True
2050-03-31,Headphones,West,1350.97,23,3.2,9,True
2050-04-01,Smartphone,East,1711.82,40,3.8,7,True
2050-04-02,Smartwatch,Central,857.83,34,3.6,4,False
2050-04-03,Tablet,East,1146.25,36,3.7,7,False
2050-04-04,Smartphone,North,1442.78,45,3.5,9,False
2050-04-05,Tablet,South,210.76,14,3.8,1,False
2050-04-06,Smartphone,North,766.7,21,3.3,4,True
2050-04-07,Smartwatch,South,1486.53,43,3.6,9,True
2050-04-08,Tablet,Central,1400.78,43,4.5,4,True
2050-04-09,Smartphone,South,201.36,21,3.7,7,False
2050-04-10,Smartwatch,South,551.86,28,3.4,2,True
2050-04-11,Headphones,West,1391.92,32,3.2,3,True
2050-04-12,Smartwatch,South,615.69,30,3.7,8,False
2050-04-13,Smartwatch,West,1647.38,40,4.3,1,False
2050-04-14,Headphones,South,156.06,12,3.5,3,False
2050-04-15,Smartwatch,West,461.66,29,3.8,8,False
2050-04-16,Headphones,Central,634.49,1,4.9,6,False
2050-04-17,Headphones,Central,1858.05,26,4.1,9,True
2050-04-18,Headphones,South,1613.01,16,4.1,5,True
2050-04-19,Smartphone,East,1779.88,18,3.8,9,False
2050-04-20,Tablet,Central,936.91,33,4.1,9,False
2050-04-21,Smartphone,North,1662.87,42,5.0,8,True
2050-04-22,Headphones,North,1721.64,43,3.5,1,False
2050-04-23,Tablet,West,859.92,23,4.9,8,False
2050-04-24,Tablet,East,1989.48,48,3.3,8,True
2050-04-25,Headphones,West,1717.35,5,3.2,3,False
2050-04-26,Tablet,South,1950.78,21,4.3,9,False
2050-04-27,Tablet,Central,1746.34,1,3.5,8,False
2050-04-28,Smartphone,East,1574.79,31,3.9,7,False
2050-04-29,Tablet,West,1893.3,18,4.5,2,False
2050-04-30,Headphones,West,897.66,21,4.1,1,False
2050-05-01,Laptop,North,1588.33,7,3.0,5,False
2050-05-02,Laptop,South,504.49,1,3.6,1,True
2050-05-03,Laptop,West,1492.31,23,3.1,4,False
2050-05-04,Headphones,North,1592.17,27,4.9,4,True
2050-05-05,Laptop,East,1461.4,2,4.6,2,True
2050-05-06,Smartphone,West,1714.64,34,5.0,4,False
2050-05-07,Headphones,North,885.34,16,4.8,1,True
2050-05-08,Headphones,South,1135.06,40,4.0,2,False
2050-05-09,Headphones,Central,120.27,10,4.8,8,True
2050-05-10,Tablet,East,377.5,20,4.3,4,False
2050-05-11,Tablet,West,1323.97,48,4.0,4,True
2050-05-12,Tablet,North,1168.4,37,3.7,8,False
2050-05-13,Smartwatch,West,474.93,25,4.4,9,True
2050-05-14,Smartphone,Central,562.58,4,4.2,8,True
2050-05-15,Headphones,West,753.76,32,4.2,1,False
2050-05-16,Headphones,West,1461.19,45,3.8,8,False
2050-05-17,Tablet,North,1258.46,28,4.5,9,False
2050-05-18,Headphones,Central,232.19,40,3.2,4,True
2050-05-19,Headphones,East,1543.88,13,4.5,8,True
2050-05-20,Laptop,North,599.05,5,4.5,5,True
2050-05-21,Headphones,Central,1376.34,17,4.0,1,True
2050-05-22,Smartwatch,Central,334.39,47,3.5,7,True
2050-05-23,Tablet,West,1996.05,7,4.0,2,False
2050-05-24,Smartphone,South,252.64,10,3.2,5,False
2050-05-25,Smartphone,South,1509.29,27,3.6,1,True
2050-05-26,Laptop,East,1128.53,35,3.8,5,False
2050-05-27,Smartphone,West,263.28,23,4.3,6,True
2050-05-28,Smartphone,South,150.94,16,3.4,9,True
2050-05-29,Tablet,North,789.06,27,3.3,3,True
2050-05-30,Tablet,East,1624.23,15,4.2,3,True
2050-05-31,Smartwatch,West,178.19,6,4.4,1,True
2050-06-01,Laptop,North,1438.36,42,3.2,6,False
2050-06-02,Smartphone,South,1345.21,39,3.1,4,False
2050-06-03,Smartwatch,South,604.52,24,3.3,2,True
2050-06-04,Laptop,South,247.23,23,4.8,4,True
2050-06-05,Smartphone,South,1839.11,5,4.3,9,False
2050-06-06,Smartphone,Central,670.66,7,4.8,3,True
2050-06-07,Tablet,East,311.63,22,4.3,8,True
2050-06-08,Headphones,East,1394.88,29,4.9,5,False
2050-06-09,Laptop,South,511.69,31,3.9,5,True
2050-06-10,Smartphone,East,1003.7,35,4.2,7,False
2050-06-11,Laptop,North,195.77,34,4.2,5,False
2050-06-12,Smartwatch,North,1986.67,19,3.0,7,False
2050-06-13,Smartwatch,East,950.48,34,3.1,2,False
2050-06-14,Headphones,South,1998.31,30,3.3,1,False
2050-06-15,Smartphone,West,832.78,19,4.0,7,True
2050-06-16,Tablet,South,760.92,18,3.9,5,True
2050-06-17,Smartphone,Central,1837.69,1,4.1,7,True
2050-06-18,Laptop,West,725.99,41,4.6,1,False
2050-06-19,Smartwatch,Central,920.81,16,4.6,7,False
2050-06-20,Laptop,East,248.41,40,5.0,1,True
2050-06-21,Headphones,Central,1915.38,28,4.1,3,False
2050-06-22,Smartwatch,East,261.79,11,3.7,3,True
2050-06-23,Tablet,Central,1565.25,48,3.6,3,False
2050-06-24,Smartwatch,West,1123.37,32,3.7,5,False
2050-06-25,Smartphone,Central,216.67,26,3.6,2,False
2050-06-26,Smartphone,South,103.24,10,3.8,1,True
2050-06-27,Smartwatch,East,1877.55,23,3.1,6,False
2050-06-28,Headphones,North,1510.13,48,4.3,4,True
2050-06-29,Smartphone,Central,1404.23,45,4.1,1,True
2050-06-30,Smartphone,East,933.26,39,3.9,9,True
2050-07-01,Tablet,North,553.37,33,3.2,7,True
2050-07-02,Smartwatch,East,1391.74,14,3.2,6,True
2050-07-03,Smartphone,East,1255.77,9,4.1,4,True
2050-07-04,Headphones,North,1480.05,14,3.1,7,False
2050-07-05,Laptop,North,795.01,36,4.4,7,False
2050-07-06,Smartwatch,West,1975.16,41,5.0,8,True
2050-07-07,Tablet,Central,227.32,2,4.2,9,False
2050-07-08,Smartphone,Central,251.43,11,4.4,1,True
2050-07-09,Headphones,East,1842.06,14,3.9,3,False
2050-07-10,Smartwatch,South,1330.64,36,4.3,6,False
2050-07-11,Headphones,South,720.03,35,4.3,5,True
2050-07-12,Headphones,East,1547.71,42,4.6,9,True
2050-07-13,Tablet,West,960.27,25,4.4,2,True
2050-07-14,Smartwatch,North,140.13,33,4.5,4,True
2050-07-15,Smartphone,East,1337.1,9,4.1,5,False
2050-07-16,Tablet,Central,561.91,13,4.0,6,True
2050-07-17,Smartphone,South,319.14,43,3.9,3,True
2050-07-18,Laptop,South,528.02,10,3.8,2,False
2050-07-19,Headphones,South,1004.7,33,3.5,8,False
2050-07-20,Laptop,West,194.73,45,3.1,9,False
2050-07-21,Headphones,Central,1777.99,9,4.3,2,False
2050-07-22,Tablet,West,1163.84,40,4.8,3,True
2050-07-23,Smartphone,North,656.69,13,4.9,6,False
2050-07-24,Smartphone,East,1405.31,24,4.2,5,True
2050-07-25,Tablet,East,1628.05,40,3.2,8,True
2050-07-26,Smartwatch,South,1266.46,17,4.8,5,True
2050-07-27,Laptop,South,484.74,33,4.5,9,False
2050-07-28,Laptop,North,309.55,23,3.5,1,True
2050-07-29,Smartphone,West,1733.81,27,4.6,6,True
2050-07-30,Smartphone,Central,545.91,44,3.9,7,True
2050-07-31,Smartphone,North,138.16,44,4.8,2,False
2050-08-01,Tablet,East,1321.51,43,3.5,6,False
2050-08-02,Smartwatch,East,390.48,26,4.6,1,True
2050-08-03,Laptop,West,1982.84,24,4.4,3,True
2050-08-04,Headphones,North,1752.49,11,3.0,2,True
2050-08-05,Tablet,Central,1256.05,29,4.1,7,True
2050-08-06,Laptop,North,1684.34,48,4.4,9,True
2050-08-07,Smartwatch,North,994.02,5,3.3,3,False
2050-08-08,Tablet,West,1598.12,24,4.1,3,True
2050-08-09,Laptop,Central,1328.41,9,3.6,9,False
2050-08-10,Tablet,East,154.42,10,4.4,9,True
2050-08-11,Laptop,South,1902.64,11,4.1,8,False
2050-08-12,Laptop,Central,1735.75,31,4.2,3,False
2050-08-13,Smartwatch,East,1911.47,3,3.1,6,True
2050-08-14,Headphones,West,1489.6,25,3.3,4,True
2050-08-15,Smartwatch,Central,882.92,43,4.1,6,False
2050-08-16,Laptop,Central,493.27,40,3.4,8,True
2050-08-17,Tablet,East,441.99,27,4.0,5,True
2050-08-18,Smartwatch,East,375.34,1,4.4,4,False
2050-08-19,Headphones,North,519.16,49,4.6,2,False
2050-08-20,Laptop,North,1146.21,48,3.3,1,False
2050-08-21,Smartwatch,Central,1399.12,16,4.5,1,False
2050-08-22,Smartwatch,South,696.71,35,3.7,9,False
2050-08-23,Smartwatch,West,1142.62,15,4.4,9,True
2050-08-24,Smartwatch,East,748.38,34,3.3,2,True
2050-08-25,Tablet,North,1423.37,11,4.0,1,False
2050-08-26,Headphones,West,1978.12,9,4.7,6,True
2050-08-27,Headphones,Central,1409.13,24,3.2,5,False
2050-08-28,Laptop,East,212.16,37,4.7,2,True
2050-08-29,Smartphone,East,1006.75,35,3.9,5,True
2050-08-30,Tablet,North,1563.74,22,4.6,2,False
2050-08-31,Laptop,South,1130.26,40,4.9,2,True
2050-09-01,Laptop,East,1907.02,38,3.3,7,False
2050-09-02,Smartwatch,South,204.07,7,4.3,8,True
2050-09-03,Smartphone,West,653.2,44,3.5,9,False
2050-09-04,Smartphone,East,519.36,30,3.3,5,True
2050-09-05,Tablet,East,1558.48,29,4.3,5,False
2050-09-06,Smartphone,South,1095.21,39,3.2,8,True
2050-09-07,Laptop,North,362.85,41,3.9,1,True
2050-09-08,Smartphone,Central,642.63,9,4.3,5,True
2050-09-09,Smartphone,West,1093.05,1,4.0,9,True
2050-09-10,Headphones,East,1992.65,3,4.4,4,True
2050-09-11,Laptop,North,792.16,5,4.6,4,True
2050-09-12,Smartphone,East,397.97,11,4.7,9,False
2050-09-13,Smartphone,West,1044.43,4,4.1,7,True
2050-09-14,Smartwatch,Central,689.35,44,3.6,2,False
2050-09-15,Smartphone,East,1175.34,33,4.0,2,False
2050-09-16,Smartphone,South,986.75,33,3.8,8,False
2050-09-17,Headphones,North,1410.03,45,3.5,4,False
2050-09-18,Laptop,Central,1837.15,20,4.1,5,False
2050-09-19,Tablet,East,480.98,37,3.0,1,False
2050-09-20,Laptop,Central,1660.24,20,4.2,4,False
2050-09-21,Smartwatch,South,1903.6,34,4.6,6,True
2050-09-22,Laptop,East,809.86,21,5.0,7,False
